provincia,comune,zone,property_type,condition,fascia,price_m2,price_m2_prev,rental_m2,area_m2,lat,lng,dist_cbd_km,seismic_zone,pga,flood_ord,flood_any,landslide_ord,landslide_any,landslide_aa,subsidence_velocity,subsidence_risk_class,fire_score,fire_is_direct,rr20mm,r99pday,precip_dist_km,p99_dist_km,coastal_dist_m,coastal_change_m_year,is_coastal_zone,is_urban,cri_2021_2050_med,cri_2071_2100_med,aci,zone_description,microzona,n_particelle,price_m2_std,cdd,su95p
Milano,Peschiera Borromeo,E1,Box,NORMALE,E,1125.0,1125.0,4.5,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Peschiera Borromeo,E1,Laboratori,NORMALE,E,675.0,675.0,3.6,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Peschiera Borromeo,E1,Magazzini,NORMALE,E,600.0,600.0,3.3,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Peschiera Borromeo,E1,Negozi,NORMALE,E,1275.0,1275.0,7.550000000000001,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Peschiera Borromeo,E1,Uffici,NORMALE,E,1575.0,1575.0,8.0,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Peschiera Borromeo,E1,Ville e Villini,NORMALE,E,1900.0,1900.0,7.400000000000001,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Peschiera Borromeo,E1,Ville e Villini,OTTIMO,E,2475.0,2475.0,9.55,1058.8416666666667,45.46950885569444,9.310955398866026,9.451346692614216,3.0,0.0576,0.0,0.0,0.0,0.0,0.0,-0.6236111111111111,1.0138888888888888,0.425,1.0,7.559999999999999,0.68,3.7394722222222234,3.7394722222222234,,,0.0,0.8888888888888888,0.167,-0.02,1.572,"SAN FELICE, SAN BOVIO",,72,0.0,36.130001068115234,46.029998779296875
Milano,Pessano con Bornago,B1,Abitazioni civili,NORMALE,B,1850.0,1900.0,6.1,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Abitazioni civili,OTTIMO,B,2400.0,2475.0,8.5,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Abitazioni di tipo economico,NORMALE,B,1450.0,1475.0,4.6,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Abitazioni di tipo economico,OTTIMO,B,1800.0,1875.0,5.9,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Box,NORMALE,B,1000.0,1025.0,3.9,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Capannoni industriali,NORMALE,B,550.0,550.0,3.65,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Laboratori,NORMALE,B,675.0,675.0,4.1,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Magazzini,NORMALE,B,500.0,500.0,2.9000000000000004,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Negozi,NORMALE,B,1275.0,1275.0,6.8500000000000005,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Uffici,OTTIMO,B,1350.0,1350.0,6.3500000000000005,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Ville e Villini,NORMALE,B,1550.0,1550.0,5.75,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pessano con Bornago,B1,Ville e Villini,OTTIMO,B,1975.0,1975.0,7.75,968.4788888888888,45.55430490203703,9.388156419518872,18.40938868901122,3.0,0.0665358024691358,0.1604938271604938,0.074074074074074,0.0,0.0,0.0,-0.6,1.0,0.5915432098765432,1.0,7.88,0.76,3.030456790123457,3.030456790123457,,,0.0,0.925925925925926,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,81,0.0,34.29999923706055,43.400001525878906
Milano,Pieve Emanuele,E1,Abitazioni civili,NORMALE,E,1750.0,1700.0,7.550000000000001,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Abitazioni civili,OTTIMO,E,2325.0,2275.0,10.3,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Abitazioni di tipo economico,NORMALE,E,1500.0,1450.0,6.199999999999999,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Box,NORMALE,E,975.0,975.0,4.9,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Capannoni industriali,NORMALE,E,575.0,575.0,3.75,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Laboratori,NORMALE,E,600.0,600.0,4.75,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Magazzini,NORMALE,E,525.0,525.0,3.15,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Negozi,NORMALE,E,1075.0,1075.0,7.15,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Uffici,OTTIMO,E,1225.0,1225.0,7.15,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Ville e Villini,NORMALE,E,1775.0,1725.0,6.75,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pieve Emanuele,E1,Ville e Villini,OTTIMO,E,2175.0,2125.0,8.55,1087.508,45.37467285425,9.174693132837552,10.037195782507345,3.0,0.051668,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.32,0.8,3.39793,3.39793,,,0.0,0.98,0.167,-0.02,1.572,FIZZONASCO,0.0,100,0.0,38.130001068115234,44.27000045776367
Milano,Pioltello,B1,Abitazioni civili,NORMALE,B,2125.0,2125.0,7.6,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Abitazioni civili,OTTIMO,B,2775.0,2775.0,10.699999999999998,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Abitazioni di tipo economico,NORMALE,B,1625.0,1625.0,5.699999999999999,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Abitazioni di tipo economico,OTTIMO,B,2000.0,2000.0,6.75,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Box,NORMALE,B,975.0,975.0,4.6,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Laboratori,NORMALE,B,800.0,800.0,5.0,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Magazzini,NORMALE,B,575.0,575.0,3.4500000000000006,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Negozi,NORMALE,B,1400.0,1400.0,9.25,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,B1,Uffici,OTTIMO,B,1275.0,1275.0,6.25,306.04,45.505475143333335,9.32430486158605,11.432140491024027,3.0,0.0577,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.7600000000000001,5.322,5.322,,,0.0,0.3333333333333333,0.167,-0.02,1.572,"CENTRO, SAN FRANCESCO, MANTEGNA",3.0,3,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Abitazioni civili,NORMALE,D,1975.0,1975.0,8.0,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Abitazioni civili,OTTIMO,D,2500.0,2500.0,10.95,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Abitazioni di tipo economico,NORMALE,D,1475.0,1475.0,5.3,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Box,NORMALE,D,850.0,850.0,4.1,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Capannoni industriali,NORMALE,D,575.0,575.0,3.85,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Laboratori,NORMALE,D,550.0,550.0,3.6,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Magazzini,NORMALE,D,600.0,600.0,3.35,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Negozi,NORMALE,D,1150.0,1150.0,6.5,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Uffici,OTTIMO,D,1325.0,1325.0,6.4,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Ville e Villini,NORMALE,D,1675.0,1675.0,6.050000000000001,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pioltello,D1,Ville e Villini,OTTIMO,D,2175.0,2175.0,8.1,1219.078142857143,45.51042563807143,9.324754110711082,11.698392483963032,3.0,0.0576999999999999,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.565,1.0,7.88,0.76,4.803814285714286,4.803814285714286,,,0.0,0.9428571428571428,0.167,-0.02,1.572,"RIVOLTANA, D`ANNUNZIO, STAZIONE, CASSANESE",1.0,70,0.0,36.130001068115234,46.029998779296875
Milano,Pogliano Milanese,D1,Abitazioni civili,NORMALE,D,1300.0,1275.0,6.1,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Abitazioni civili,OTTIMO,D,1800.0,1750.0,8.55,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Box,NORMALE,D,675.0,675.0,3.0,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Capannoni industriali,NORMALE,D,500.0,500.0,3.3,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Laboratori,NORMALE,D,575.0,575.0,3.7,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Magazzini,NORMALE,D,425.0,425.0,2.75,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Negozi,NORMALE,D,1125.0,1125.0,6.05,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Uffici,OTTIMO,D,1075.0,1075.0,5.15,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Ville e Villini,NORMALE,D,1300.0,1275.0,5.1,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pogliano Milanese,D1,Ville e Villini,OTTIMO,D,1725.0,1675.0,7.05,778.6098181818182,45.54504545822727,9.000194228612678,17.31148958407833,4.0,0.0407,0.1909090909090909,0.1909090909090909,0.0,0.0,0.0,-0.6154545454545455,1.009090909090909,1.0,1.0,9.832727272727272,0.68,3.5714,3.5714,,,0.0,0.8909090909090909,0.167,-0.02,1.572,PERIFERIA,0.0,110,0.0,36.9985442421653,44.5359997142445
Milano,Pozzo d'Adda,B1,Abitazioni civili,NORMALE,B,1575.0,1575.0,7.0,2436.1610377358493,45.58215353367925,9.508985868248637,28.100358456367697,3.0,0.0904,0.0,0.0,0.0,0.0,0.0,-0.6160377358490565,1.009433962264151,0.885,1.0,7.400000000000001,0.72,4.804349056603773,4.804349056603773,,,0.0,0.5849056603773585,0.167,-0.02,1.572,CENTRO URBANO,0.0,106,0.0,33.83000183105469,44.83000183105469
