provincia,comune,zone,property_type,condition,fascia,price_m2,price_m2_prev,rental_m2,area_m2,lat,lng,dist_cbd_km,seismic_zone,pga,flood_ord,flood_any,landslide_ord,landslide_any,landslide_aa,subsidence_velocity,subsidence_risk_class,fire_score,fire_is_direct,rr20mm,r99pday,precip_dist_km,p99_dist_km,coastal_dist_m,coastal_change_m_year,is_coastal_zone,is_urban,cri_2021_2050_med,cri_2071_2100_med,aci,zone_description,microzona,n_particelle,price_m2_std,cdd,su95p
Milano,Arese,D2,Abitazioni civili,NORMALE,D,2175.0,2175.0,8.9,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Abitazioni civili,OTTIMO,D,2925.0,2925.0,11.9,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Abitazioni di tipo economico,NORMALE,D,1625.0,1625.0,6.3,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Box,NORMALE,D,975.0,975.0,4.4,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Capannoni industriali,NORMALE,D,650.0,650.0,4.4,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Laboratori,NORMALE,D,675.0,675.0,4.4,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Magazzini,NORMALE,D,600.0,575.0,3.25,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Negozi,NORMALE,D,1550.0,1550.0,9.2,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Uffici,OTTIMO,D,1625.0,1625.0,7.8,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Ville e Villini,NORMALE,D,2250.0,2250.0,8.05,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Arese,D2,Ville e Villini,OTTIMO,D,3075.0,3025.0,11.1,7552.2186,45.56285264175,9.06007227982847,14.930756775546334,4.0,0.042184,0.1,0.07,0.0,0.0,0.0,-0.99,1.24,1.0,1.0,9.64,0.68,1.69641,1.69641,,,0.0,0.49,0.167,-0.02,1.572,"VALERA, STRADA S. VARESINA, MARCONI, PARADISO -",2.0,100,0.0,33.93000030517578,46.599998474121094
Milano,Assago,D1,Abitazioni civili,NORMALE,D,2375.0,2150.0,8.7,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Abitazioni civili,OTTIMO,D,3500.0,3150.0,11.75,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Abitazioni di tipo economico,NORMALE,D,1775.0,1725.0,7.0,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Box,NORMALE,D,1250.0,1200.0,5.0,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Capannoni industriali,NORMALE,D,625.0,625.0,4.0,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Laboratori,NORMALE,D,775.0,775.0,5.5,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Magazzini,NORMALE,D,500.0,500.0,2.6500000000000004,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Negozi,NORMALE,D,1500.0,1500.0,8.25,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Uffici,OTTIMO,D,1775.0,1775.0,9.25,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Uffici strutturati,OTTIMO,D,2075.0,2075.0,10.25,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Ville e Villini,NORMALE,D,2025.0,2025.0,7.6,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Assago,D1,Ville e Villini,OTTIMO,D,2675.0,2675.0,9.3,2644.9796,45.40671590365,9.121345327015728,8.348486157174271,4.0,0.048104,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,9.0,0.72,5.29827,5.29827,,,0.0,0.92,0.167,-0.02,1.572,PERIFERIA,0.0,100,0.0,37.56999969482422,43.33000183105469
Milano,Baranzate,D1,Abitazioni civili,NORMALE,D,1550.0,1525.0,7.050000000000001,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Abitazioni civili,OTTIMO,D,2025.0,2025.0,9.7,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Abitazioni di tipo economico,NORMALE,D,1250.0,1275.0,5.35,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Box,NORMALE,D,900.0,900.0,4.5,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Capannoni industriali,NORMALE,D,625.0,625.0,3.7,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Laboratori,NORMALE,D,650.0,650.0,3.95,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Magazzini,NORMALE,D,450.0,450.0,3.35,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Negozi,NORMALE,D,1050.0,1050.0,7.1,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Uffici,OTTIMO,D,1225.0,1225.0,6.75,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Ville e Villini,NORMALE,D,1500.0,1500.0,5.550000000000001,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Baranzate,D1,Ville e Villini,OTTIMO,D,2000.0,2000.0,7.45,896.4443010752688,45.532007024247314,9.102806237139498,10.15143117546626,4.0,0.0446387096774193,1.6021505376344083,0.978494623655914,0.0,0.0,0.0,-0.8516129032258065,1.1612903225806452,1.0,1.0,9.493763440860215,0.68,4.164129032258065,4.164129032258065,,,0.0,0.8709677419354839,0.167,-0.02,1.572,PERIFERIA,0.0,93,0.0,36.16999816894531,46.400001525878906
Milano,Bareggio,D1,Abitazioni civili,NORMALE,D,1500.0,1500.0,7.05,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Abitazioni civili,OTTIMO,D,2050.0,2050.0,9.0,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Abitazioni di tipo economico,NORMALE,D,1275.0,1275.0,5.4,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Box,NORMALE,D,850.0,850.0,4.25,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Capannoni industriali,NORMALE,D,525.0,525.0,3.45,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Laboratori,NORMALE,D,575.0,575.0,3.95,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Magazzini,NORMALE,D,350.0,350.0,2.15,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Negozi,NORMALE,D,1225.0,1225.0,7.5,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Uffici,OTTIMO,D,1350.0,1350.0,6.8,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Ville e Villini,NORMALE,D,1625.0,1625.0,6.15,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Bareggio,D1,Ville e Villini,OTTIMO,D,1975.0,1975.0,7.9,742.621308411215,45.49847643514018,8.993761110279864,15.772101482842336,4.0,0.0415093457943925,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.4898130841121495,1.0,9.442616822429905,0.697570093457944,6.2681495327102805,6.2681495327102805,,,0.0,0.3177570093457944,0.167,-0.02,1.572,VIA MAGENTA VIA NOVARA,0.0,107,0.0,37.029998779296875,44.56999969482422
Milano,Basiano,B1,Abitazioni civili,NORMALE,B,1400.0,1400.0,6.0,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Abitazioni civili,OTTIMO,B,1850.0,1850.0,7.800000000000001,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Box,NORMALE,B,700.0,700.0,3.35,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Capannoni industriali,NORMALE,B,600.0,600.0,3.65,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Laboratori,NORMALE,B,525.0,525.0,3.85,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Magazzini,NORMALE,B,450.0,450.0,2.6,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Negozi,NORMALE,B,1225.0,1225.0,7.05,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Uffici,OTTIMO,B,1250.0,1250.0,6.35,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Ville e Villini,NORMALE,B,1525.0,1500.0,5.7,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiano,B1,Ville e Villini,OTTIMO,B,1850.0,1850.0,6.9,3591.9508163265305,45.58772049540817,9.452575719075718,24.640311215569334,3.0,0.0779489795918367,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,0.9489795918367347,1.0,7.68,0.8,4.235489795918367,4.235489795918367,,,0.0,0.0204081632653061,0.167,-0.02,1.572,INTERO CENTRO URBANO,0.0,98,0.0,33.99306215558733,44.333879276197784
Milano,Basiglio,B1,Abitazioni civili,NORMALE,B,2275.0,2125.0,9.45,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
Milano,Basiglio,B1,Abitazioni civili,OTTIMO,B,3250.0,3100.0,14.0,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
Milano,Basiglio,B1,Box,NORMALE,B,1450.0,1425.0,6.25,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
Milano,Basiglio,B1,Laboratori,NORMALE,B,725.0,725.0,4.25,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
Milano,Basiglio,B1,Magazzini,NORMALE,B,700.0,700.0,4.300000000000001,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
Milano,Basiglio,B1,Negozi,NORMALE,B,2125.0,2100.0,11.25,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
Milano,Basiglio,B1,Negozi,OTTIMO,B,3000.0,2900.0,16.9,4200.201340206186,45.360710019432986,9.16141619825998,11.723187297233869,3.0,0.0517288659793814,0.0,0.0,0.0,0.0,0.0,-0.6,1.0,1.0,1.0,7.320000000000001,0.8,1.530340206185567,1.530340206185567,,,0.0,0.979381443298969,0.167,-0.02,1.572,"GINESTRE, MILANO3, VISCONTI -",1.0,97,0.0,38.130001068115234,44.27000045776367
